gene_name	iHS_GBR_max_500	iHS_snps_per_gene	pval_iHS_max	pval_iHS_max_fdr
AL161740.1	0.0	13.0	0.9998779296875	1.0
DAB1	5.412	12960.0	0.00040378245014205394	0.0032670748937518165
RP6-102O10.1	0.574	20.0	0.9987100343605043	1.0
RP11-243M12.1	1.191	5.0	0.4626844269758339	1.0
AL137855.1	0.441	7.0	0.9391432759292531	1.0
RP4-737A23.2	1.413	130.0	0.9999768632060141	1.0
HNRNPA1P6	1.039	23.0	0.9758088846016832	1.0
RP11-393I23.2	0.987	12.0	0.8797626702225112	1.0
RP11-393I23.4	1.343	192.0	0.9999999852328846	1.0
RP11-393I23.3	0.0	4.0	0.9375	1.0
RP11-414C16.1	0.302	9.0	0.9867212685948059	1.0
OMA1	2.522	1162.0	0.9988856982076186	1.0
RP4-592A1.4	1.35	12.0	0.6711223319488422	1.0
RN7SL713P	0.224	15.0	0.9996471906073925	1.0
TACSTD2	1.604	32.0	0.832786860671652	1.0
RP4-592A1.2	0.0	5.0	0.96875	1.0
MYSM1	1.291	444.0	1.0	1.0
Y_RNA	0.59	13.0	0.985406914611432	1.0
AL136985.1	0.377	8.0	0.9693261641263721	1.0
JUN	0.997	30.0	0.9945303869221523	1.0
RP4-794H19.2	3.125	938.0	0.5658115541318801	1.0
RP11-63G10.3	0.623	9.0	0.938645995359771	1.0
RP11-63G10.2	1.55	99.0	0.9979415355198503	1.0
RP4-794H19.1	1.129	112.0	0.9999998193004197	1.0
PHBP3	1.274	22.0	0.904679303176313	1.0
RP4-794H19.4	2.229	199.0	0.9246192390138026	1.0
RP11-145M4.1	1.794	29.0	0.658869235232187	1.0
RP11-145M4.2	2.448	199.0	0.7617636046818519	1.0
RP11-145M4.3	2.448	274.0	0.861256651882699	1.0
RP11-470E16.1	3.033	623.0	0.5298527528923895	1.0
RP11-467C18.1	0.881	8.0	0.8131530597689568	1.0
FGGY	4.337	3932.0	0.027997720486677258	0.18775476441343836
MIR4711	0.922	6.0	0.6921118532917676	1.0
RP4-782L23.2	3.045	266.0	0.26629260029590407	1.0
RP4-782L23.1	1.761	129.0	0.9941874404198321	1.0
HOOK1	2.434	396.0	0.9485850607339044	1.0
CYP2J2	1.906	246.0	0.9991485447434176	1.0
RN7SL475P	0.398	11.0	0.9905298770244092	1.0
C1orf87	1.907	603.0	0.9999999689101143	1.0
PGBD4P8	0.0	13.0	0.9998779296875	1.0
RP11-575B7.3	2.412	267.0	0.8807413366191552	1.0
RP11-776H12.1	2.382	739.0	0.9983216248609795	1.0
RP11-436K8.1	4.964	1368.0	0.0004722311959112213	0.003801766661391855
NFIA	4.619	4601.0	0.008831367587707195	0.06352348690014151
RP4-668G5.1	1.746	287.0	0.9999927691823701	1.0
AC096534.1	1.482	3.0	0.19348785975214033	1.0
RP4-802A10.1	0.0	7.0	0.9921875	1.0
RP5-833A20.1	0.441	36.0	0.9999994404065168	1.0
AC099791.1	0.313	11.0	0.994526157258178	1.0
RP11-430G17.1	1.977	17.0	0.33856154320752163	1.0
TM2D1	4.375	357.0	0.002165228819586029	0.0166015426236528
RP11-430G17.3	1.215	11.0	0.7298793552843447	1.0
INADL	3.708	3531.0	0.308461810832962	1.0
RNU6-414P	0.0	8.0	0.99609375	1.0
RNU6-1177P	0.429	4.0	0.8032127108148637	1.0
LAMTOR5P1	1.108	15.0	0.884312057016217	1.0
RN7SL180P	0.25	12.0	0.9978788754968563	1.0
MIR3116-1	0.223	9.0	0.9915678279622357	1.0
PIGPP2	0.655	21.0	0.9980039828973977	1.0
RPS15AP7	0.692	16.0	0.9887269949605222	1.0
L1TD1	1.737	246.0	0.9999679514050787	1.0
RP5-1155K23.4	1.183	28.0	0.9706545215168896	1.0
Y_RNA	1.521	29.0	0.8536976355799402	1.0
KANK4	4.388	775.0	0.004423115574572312	0.03291171130976774
RNU6-371P	0.0	3.0	0.875	1.0
USP1	1.327	113.0	0.999982219154717	1.0
DOCK7	1.363	1333.0	1.0	1.0
RP11-293K19.1	0.0	9.0	0.998046875	1.0
ANGPTL3	0.0	41.0	0.9999999999995453	1.0
AL138847.1	0.0	9.0	0.998046875	1.0
RP5-849H19.2	0.0	11.0	0.99951171875	1.0
RP11-230B22.1	0.983	143.0	0.9999999999907891	1.0
ATG4C	1.311	597.0	1.0	1.0
RP4-771M4.3	0.97	41.0	0.9994147899700305	1.0
RP4-771M4.2	0.0	9.0	0.998046875	1.0
RP11-5P4.1	2.557	180.0	0.6143132964734023	1.0
RP11-5P4.2	1.591	35.0	0.8659821072799159	1.0
RP11-5P4.3	0.909	21.0	0.9851597402866112	1.0
RP11-335E6.2	0.867	219.0	1.0	1.0
RP11-335E6.4	0.867	38.0	0.99971040753268	1.0
RNA5SP49	1.106	8.0	0.6847279666977104	1.0
LINC00466	2.844	1031.0	0.8996577293418502	1.0
RP11-335E6.3	1.521	22.0	0.7673289232976082	1.0
AL138935.1	0.0	18.0	0.9999961853027344	1.0
RP4-792G4.2	1.014	24.0	0.9825832838974301	1.0
FOXD3	0.967	13.0	0.906689608941842	1.0
Y_RNA	0.268	11.0	0.9959780040959896	1.0
RP4-792G4.3	0.257	18.0	0.9998940552145769	1.0
ALG6	3.442	562.0	0.1497980145927339	0.8159775112347565
ITGB3BP	4.282	1119.0	0.01030964939060075	0.0736894766819221
EFCAB7	2.736	365.0	0.67914133229898	1.0
RN7SL488P	0.935	10.0	0.8537497341358331	1.0
RNU7-123P	0.0	5.0	0.96875	1.0
DLEU2L	0.806	14.0	0.9632002660021055	1.0
PGM1	2.789	570.0	0.7788293175755181	1.0
RN7SL130P	1.951	12.0	0.266787970759622	1.0
ROR1	4.873	2967.0	0.00162927889816733	0.012611381544877821
RP4-597J3.1	1.725	8.0	0.2921072655401462	1.0
CFL1P3	0.028	12.0	0.9996817463993751	1.0
RNU6-809P	0.22	5.0	0.9302685316978391	1.0
Y_RNA	0.0	7.0	0.9921875	1.0
RP11-24J23.2	1.664	601.0	0.9999999999998602	1.0
UBE2U	1.688	449.0	0.9999999992459788	1.0
RNU7-62P	0.764	15.0	0.977035229634449	1.0
CACHD1	2.875	1453.0	0.9470405411764473	1.0
MIR4794	1.802	7.0	0.22508163191131203	1.0
RAVER2	2.396	437.0	0.9736621442695126	1.0
JAK1	4.592	856.0	0.001877236463627363	0.014455270399983927
RP11-182I10.1	1.222	10.0	0.6911613099964308	1.0
RP11-182I10.2	1.164	9.0	0.6906096750217856	1.0
RP11-182I10.3	2.571	191.0	0.6212520287365457	1.0
SLC2A3P2	1.443	13.0	0.6345473970745761	1.0
RP4-535B20.4	0.0	5.0	0.96875	1.0
RNU6-1176P	2.668	8.0	0.03011723455123072	0.20025088383523437
MIR3671	1.99	10.0	0.2099910162027947	1.0
MIR101-1	0.0	6.0	0.984375	1.0
RP4-535B20.1	0.0	6.0	0.984375	1.0
RP4-535B20.2	1.039	15.0	0.911719956390811	1.0
MRPS21P1	0.38	10.0	0.9869403069148682	1.0
AK4	6.681	566.0	6.716066369705231e-09	6.012557638111475e-08
RP4-700A9.1	1.092	11.0	0.8032963898148892	1.0
DNAJC6	3.112	1162.0	0.6604527646967089	1.0
RP5-1044H5.1	1.366	205.0	0.9999999900701478	1.0
RP5-1044H5.2	1.209	16.0	0.854057734350078	1.0
RNU2-15P	0.0	5.0	0.96875	1.0
LEPR	3.038	1324.0	0.7935131598757796	1.0
LEPROT	2.026	112.0	0.9111497088456718	1.0
RP4-630A11.3	1.365	53.0	0.9915479545029162	1.0
snoU13	0.894	8.0	0.8066063959189782	1.0
RP11-430H12.2	1.963	19.0	0.37972424233336355	1.0
RN7SL854P	0.06	12.0	0.9995722387498999	1.0
PDE4B	5.995	4157.0	4.229436151081956e-06	3.662852502643346e-05
RP11-397C12.1	1.562	64.0	0.9797939078459499	1.0
RNU4-88P	0.839	5.0	0.6738218122162787	1.0
SGIP1	2.559	1837.0	0.9999366750108584	1.0
MIR3117	1.47	8.0	0.4441659973863108	1.0
AL139147.1	2.276	105.0	0.7007029106263224	1.0
AL354978.1	0.26	8.0	0.9826200242147327	1.0
TCTEX1D1	1.171	230.0	0.9999999999998619	1.0
INSL5	1.725	30.0	0.726234979958472	1.0
WDR78	2.353	696.0	0.9985130631665279	1.0
RP11-342H21.2	0.849	16.0	0.9706705358176717	1.0
MIER1	2.344	390.0	0.9762007434602795	1.0
SLC35D1	2.734	386.0	0.7016520329222404	1.0
C1orf141	2.087	1178.0	0.9999999997008207	1.0
SNORA31	0.832	5.0	0.6778214370086675	1.0
IL23R	1.632	753.0	1.0	1.0
RNU6-586P	0.598	11.0	0.9708763765478564	1.0
AL109843.1	0.649	6.0	0.8333408330822127	1.0
RNU4ATAC4P	0.0	9.0	0.998046875	1.0
RP4-763G1.1	0.0	16.0	0.9999847412109375	1.0
IL12RB2	3.0	638.0	0.5776060026496471	1.0
SERBP1	1.37	129.0	0.9999899471722364	1.0
RNU6-387P	1.295	6.0	0.46021485693944864	1.0
RP4-763G1.2	1.412	29.0	0.9079822927923098	1.0
RNU6-1031P	0.681	9.0	0.9230347779938892	1.0
RP11-393N21.1	0.595	13.0	0.984961253371006	1.0
RN7SL392P	1.408	12.0	0.6302446506834778	1.0
HNRNPCP9	2.302	27.0	0.25141618406431465	1.0
GADD45A	0.334	34.0	0.9999998427623568	1.0
GNG12	5.685	1059.0	6.926506418536427e-06	5.9709127141912647e-05
RNU7-80P	1.07	11.0	0.8152281796391977	1.0
GNG12-AS1	3.791	3017.0	0.20255848181245573	1.0
RP4-609E1.2	0.482	10.0	0.9772217251998025	1.0
DIRAS3	1.35	61.0	0.9964930886537242	1.0
ARL5AP3	1.35	15.0	0.7509463101176022	1.0
AL157407.1	0.744	11.0	0.9423130389303511	1.0
WLS	3.848	1097.0	0.06323295446194943	0.3908823445692729
CTBP2P8	0.362	14.0	0.9980089381426377	1.0
MIR1262	0.462	12.0	0.9905714745644297	1.0
RPS7P4	0.477	19.0	0.9992791486736354	1.0
COX6B1P7	0.969	17.0	0.954563034869302	1.0
TCEB1P18	1.892	12.0	0.29965343867147154	1.0
RP5-1033K19.2	2.397	12.0	0.09479303628768077	0.5569379650289611
RPE65	2.387	148.0	0.7170170921324297	1.0
DEPDC1	4.435	156.0	0.0007179076871480783	0.005705004639251176
RP4-694A7.2	1.278	31.0	0.9626604186865889	1.0
RP4-694A7.4	1.902	321.0	0.9999094560049561	1.0
RP4-694A7.3	1.042	8.0	0.7241727085505778	1.0
RP11-424D14.1	2.807	780.0	0.858101960184733	1.0
RP11-74K19.1	1.433	49.0	0.9791280231385558	1.0
RP3-380B4.1	1.079	33.0	0.9931836657955562	1.0
LRRC7	3.844	4206.0	0.22474661082015945	1.0
RP11-379C1.1	1.268	27.0	0.9458934089700669	1.0
RN7SL538P	0.679	12.0	0.967590690984442	1.0
PIN1P1	1.082	14.0	0.8782076462833194	1.0
RP11-181B18.1	1.953	104.0	0.9312152325997567	1.0
LRRC40	2.803	339.0	0.5765250672244591	1.0
RN7SL242P	0.67	12.0	0.9690403023835935	1.0
SRSF11	0.988	268.0	1.0	1.0
RP4-677H15.4	0.484	19.0	0.9992276091039403	1.0
ANKRD13C	2.825	578.0	0.7453913123745216	1.0
HHLA3	1.779	163.0	0.9980702423927674	1.0
RP11-180O5.2	1.336	6.0	0.4350249716071821	1.0
CTH	1.398	201.0	0.9999999582123779	1.0
RP11-42O15.3	1.102	10.0	0.7661152248235459	1.0
RP11-42O15.2	1.205	15.0	0.8375355348673881	1.0
CASP3P1	0.662	20.0	0.9971493487757316	1.0
RP5-952N6.1	1.347	548.0	1.0	1.0
RP11-99H8.1	0.0	36.0	0.9999999999854481	1.0
PTGER3	2.517	1617.0	0.9999321179461631	1.0
RP3-333A15.1	0.94	44.0	0.9997729243612576	1.0
RP3-333A15.2	0.48	16.0	0.9976835605539444	1.0
ZRANB2-AS1	1.965	131.0	0.9622695392683749	1.0
ZRANB2	1.433	116.0	0.9998948464361594	1.0
MIR186	0.703	6.0	0.8088585152337241	1.0
ZRANB2-AS2	3.59	2520.0	0.3407738815949245	1.0
AL360297.1	0.0	8.0	0.99609375	1.0
RP11-386O9.2	0.0	4.0	0.9375	1.0
RP11-115M14.1	0.0	3.0	0.875	1.0
NEGR1	3.999	6147.0	0.17758532018355178	0.9381927160171938
RP11-82L20.1	1.068	29.0	0.9885193456599766	1.0
RP11-175G14.2	0.0	7.0	0.9921875	1.0
NEGR1-IT1	1.607	339.0	0.9999999933493433	1.0
GDI2P2	1.096	18.0	0.9288187562981919	1.0
RPL31P12	1.636	8.0	0.34170079906428263	1.0
RNU6-1246P	0.0	9.0	0.998046875	1.0
RP4-660H19.1	3.175	1113.0	0.565757712642387	1.0
RP11-262K1.1	3.07	136.0	0.13552934233583136	0.7518849677347126
KRT8P21	0.711	28.0	0.9995146167071313	1.0
RN7SKP19	2.211	9.0	0.11528618293715509	0.657382334162195
RP4-598G3.1	1.167	353.0	1.0	1.0
RP4-788P17.1	4.722	656.0	0.0007657074622886562	0.006067356035061852
RNA5SP50	1.118	10.0	0.7566225324336205	1.0
RNU4ATAC8P	1.124	5.0	0.5030282912154154	1.0
LRRIQ3	1.85	1086.0	0.9999999999999997	1.0
FPGT	1.74	275.0	0.9999897930640486	1.0
FPGT-TNNI3K	2.531	2754.0	0.9999998490631831	1.0
TNNI3K	2.531	2758.0	0.9999998524674513	1.0
RP11-439H8.4	1.57	286.0	0.9999999644214901	1.0
RP4-650F12.2	1.041	24.0	0.9791516562941923	1.0
LRRC53	2.093	315.0	0.9969040348063263	1.0
C1orf173	2.673	794.0	0.949718613577639	1.0
RP4-612J11.1	1.233	245.0	0.9999999999994437	1.0
RP11-17E13.2	1.58	12.0	0.5058656977373959	1.0
CRYZ	1.728	274.0	0.9999921497980039	1.0
TYW3	1.91	296.0	0.9997810196729451	1.0
RP11-93N20.1	0.021	11.0	0.9994137991396991	1.0
RP11-510C10.4	1.628	15.0	0.5494351705222118	1.0
RP11-510C10.2	0.695	36.0	0.9999566937982065	1.0
LHX8	3.662	216.0	0.02666709058328398	0.17930945510154692
RP11-510C10.3	0.695	15.0	0.9847981699492515	1.0
RNU6-622P	0.787	10.0	0.9118648369916604	1.0
SLC44A5	2.37	3019.0	0.9999999999980657	1.0
RP11-87O11.1	0.866	9.0	0.8552313250571497	1.0
RNU6-503P	0.365	9.0	0.9813568495966511	1.0
RP4-595K12.1	0.045	12.0	0.9996272503211638	1.0
RP4-595K12.2	1.028	23.0	0.9774368311872225	1.0
RP4-682C21.5	1.146	120.0	0.9999999028419143	1.0
ACADM	1.704	583.0	0.9999999999963985	1.0
RP4-682C21.2	0.954	23.0	0.9862503131277349	1.0
RABGGTB	0.767	75.0	0.9999999930386906	1.0
SNORD45C	0.276	10.0	0.9930141656750208	1.0
SNORD45A	0.0	8.0	0.99609375	1.0
SNORD45B	0.0	8.0	0.99609375	1.0
MSH4	1.091	878.0	1.0	1.0
AL445464.1	0.786	13.0	0.9576760757976841	1.0
ASB17	0.881	127.0	0.9999999999972783	1.0
RP11-550H2.1	2.059	94.0	0.846614621006951	1.0
RP11-550H2.2	1.789	204.0	0.9995241398894082	1.0
ST6GALNAC3	5.543	4433.0	6.590165791442448e-05	0.0005505443151788335
RP11-335E14.1	0.56	17.0	0.9968749400322074	1.0
RP5-1102E8.3	1.124	15.0	0.8772574903611225	1.0
TPI1P1	1.513	24.0	0.8014271940743029	1.0
AC104458.1	0.0	7.0	0.9921875	1.0
RNU6-161P	0.916	6.0	0.6956226544077588	1.0
RP11-415A20.1	2.301	156.0	0.813165971286513	1.0
ST6GALNAC5	3.826	1430.0	0.08892154791546492	0.5276923858860307
AC096951.1	2.123	12.0	0.18474274879668096	0.9669540006065394
RP4-564M11.2	2.558	65.0	0.29039795825688264	1.0
PIGK	1.68	950.0	1.0	1.0
RP4-706A16.3	0.0	4.0	0.9375	1.0
RP11-363H12.1	1.294	14.0	0.7633976400474345	1.0
AK5	3.488	2311.0	0.4301546549884918	1.0
RP11-375A5.1	0.355	36.0	0.999999902092406	1.0
AC095030.1	1.336	17.0	0.8016573023116684	1.0
RNU7-8P	0.874	6.0	0.7197790012048869	1.0
ZZZ3	3.699	555.0	0.05829977947199483	0.36345280460385815
RNA5SP20	0.452	5.0	0.8605313014200089	1.0
RN7SL370P	0.0	9.0	0.998046875	1.0
USP33	1.978	286.0	0.9990290781939993	1.0
RP4-706L14.2	0.0	11.0	0.99951171875	1.0
FAM73A	1.843	429.0	0.9999993504896146	1.0
RNA5SP21	0.0	2.0	0.75	1.0
RP11-181C21.4	0.0	2.0	0.75	1.0
NSRP1P1	1.33	17.0	0.8052768221283962	1.0
RP11-181C21.6	0.646	13.0	0.9797431286075592	1.0
NEXN-AS1	1.043	48.0	0.9995538342378927	1.0
NEXN	1.555	247.0	0.9999997679096839	1.0
FUBP1	3.013	176.0	0.2037043854917473	1.0
DNAJB4	1.156	220.0	0.9999999999997665	1.0
GIPC2	2.611	935.0	0.985448274809786	1.0
RP11-386I14.4	0.394	9.0	0.9783492815030072	1.0
RP11-386I14.2	0.0	8.0	0.99609375	1.0
RNU6-1102P	1.582	10.0	0.4429120094591613	1.0
RP11-386I14.3	0.949	13.0	0.9130849086834121	1.0
RNA5SP22	1.035	5.0	0.5571669403706996	1.0
RNFT1P2	1.6	16.0	0.5941321840475544	1.0
RP11-183M13.1	2.232	1128.0	0.9999995155010074	1.0
PTGFR	5.908	1898.0	3.286248952627524e-06	2.8532767766961068e-05
RP11-472F19.1	0.0	11.0	0.99951171875	1.0
RNA5SP23	1.292	12.0	0.7106345991987206	1.0
IFI44L	1.356	206.0	0.9999999936450763	1.0
IFI44	0.606	108.0	0.9999999999999988	1.0
RP4-641G12.3	0.661	9.0	0.9287073075944967	1.0
AC104837.1	0.0	7.0	0.9921875	1.0
RP4-641G12.4	0.873	28.0	0.9973843829787642	1.0
ELTD1	3.686	1137.0	0.12147884088037308	0.6868720423038558
PSAT1P3	0.5	19.0	0.9990971750620297	1.0
AC093430.1	0.605	14.0	0.9883878153357465	1.0
RP4-726F1.1	1.909	26.0	0.5237878901607242	1.0
ADH5P2	0.586	17.0	0.996149325279864	1.0
RP11-339A11.1	2.853	19.0	0.04035111025549143	0.26071638630739635
RP11-339A11.2	1.593	28.0	0.7983381783593861	1.0
HMGB1P18	0.0	8.0	0.99609375	1.0
AL606519.1	0.907	13.0	0.9268205876197861	1.0
RP11-339D23.1	1.672	20.0	0.6202757961231355	1.0
HNRNPA1P64	1.325	25.0	0.911866307846457	1.0
RP11-115A15.4	1.249	24.0	0.9317578492867498	1.0
RP11-115A15.2	-0.735	1.0	0.7688302529393352	1.0
RP11-115A15.1	3.279	479.0	0.22086087156035372	1.0
RP5-887A10.1	3.534	986.0	0.18275466725371314	0.9593708081382546
MTND2P30	0.271	13.0	0.9984877132173269	1.0
RP5-831K15.1	0.0	21.0	0.9999995231628418	1.0
RP3-445O10.1	0.362	14.0	0.9980089381426377	1.0
RN7SKP247	0.0	13.0	0.9998779296875	1.0
LPHN2	5.779	5722.0	2.1499018721837793e-05	0.0001827432383201902
HNRNPA3P14	1.352	32.0	0.94788353749883	1.0
RP5-837I24.1	0.0	3.0	0.875	1.0
RP5-837I24.6	1.936	14.0	0.31274720701901004	1.0
RP5-837I24.2	2.885	400.0	0.5432387017467168	1.0
MED28P8	1.307	17.0	0.8188336529111826	1.0
RP5-837I24.4	1.639	349.0	0.9999999865500113	1.0
RP5-837I24.5	0.395	11.0	0.9907044361232274	1.0
ST13P20	0.427	21.0	0.9998079078209255	1.0
RP11-147G16.1	1.594	431.0	0.9999999999791847	1.0
RP4-601K24.1	2.786	1633.0	0.987258634989361	1.0
RP11-170N11.1	1.695	92.0	0.9855877284932625	1.0
RP11-413G15.1	2.339	50.0	0.3847567899429253	1.0
RP11-475O6.1	2.308	2656.0	0.9999999999993319	1.0
RP5-836J3.1	1.564	78.0	0.9912244542083362	1.0
AL035706.1	0.883	4.0	0.5665877470539518	1.0
TTLL7	2.232	906.0	0.9999915261459024	1.0
TTLL7-IT1	1.718	43.0	0.8482259166043499	1.0
RP4-552O12.1	0.0	29.0	0.9999999981373549	1.0
RP11-486G15.2	1.449	15.0	0.6826821964336074	1.0
PRKACB	5.08	1040.0	0.00019624689106778614	0.00160969724761834
RP11-486G15.1	0.579	11.0	0.973572256893905	1.0
RP11-82H13.2	0.444	10.0	0.9813652975924121	1.0
SNORA2	0.547	4.0	0.7490031146794194	1.0
SAMD13	2.034	699.0	0.9999996330505798	1.0
RP11-376N17.4	1.565	43.0	0.9261259267098625	1.0
UOX	1.526	267.0	0.9999999753414799	1.0
DNASE2B	2.275	160.0	0.8416660447514344	1.0
RPF1	1.07	168.0	0.9999999999936973	1.0
GNG5	0.726	59.0	0.9999998513400782	1.0
SPATA1	3.665	436.0	0.05249507625805849	0.3310118910517943
CTBS	3.175	181.0	0.1268543114022499	0.7114957791522081
C1orf180	1.593	64.0	0.9742623776027913	1.0
RP11-484D4.3	2.321	13.0	0.12413019256220126	0.6986549554133235
SSX2IP	2.539	344.0	0.8530194463523346	1.0
AC104169.1	1.424	6.0	0.3825811261837547	1.0
LPAR3	1.94	635.0	0.9999999520067735	1.0
MCOLN2	1.826	631.0	0.9999999996518188	1.0
WDR63	5.148	905.0	0.00011912642950884234	0.0009864970962332358
MCOLN3	1.746	184.0	0.9994940029035008	1.0
MIR4423	0.482	9.0	0.9667517535371173	1.0
SYDE2	2.279	307.0	0.9697803133803965	1.0
C1orf52	0.391	81.0	0.9999999999999991	1.0
Y_RNA	0.786	5.0	0.7036780530879956	1.0
BCL10	1.812	92.0	0.9622602874264692	1.0
RP11-131L23.1	2.466	1283.0	0.9998485077587557	1.0
AL590113.1	0.0	13.0	0.9998779296875	1.0
DDAH1	2.799	1931.0	0.9929562621190272	1.0
Y_RNA	0.588	9.0	0.9468634087333093	1.0
RP11-131L23.2	0.0	13.0	0.9998779296875	1.0
RP11-290M5.4	0.391	9.0	0.9786776000183872	1.0
CYR61	0.52	28.0	0.9999567380503107	1.0
SNORD81	0.0	5.0	0.96875	1.0
RP11-290M5.2	1.685	29.0	0.7447426214998387	1.0
ZNHIT6	1.678	410.0	0.9999999969162896	1.0
COL24A1	2.427	3410.0	0.9999999999951723	1.0
RNA5SP51	0.0	10.0	0.9990234375	1.0
RP4-682E18.1	1.292	27.0	0.9385877719933671	1.0
ODF2L	1.819	332.0	0.9999912022907155	1.0
RP11-444C12.1	0.867	8.0	0.820066052614185	1.0
CLCA2	1.873	318.0	0.9999478404488077	1.0
CLCA1	2.893	280.0	0.4141690897515832	1.0
CLCA4	1.696	232.0	0.9999767296946269	1.0
RP4-651E10.3	0.728	11.0	0.9461931252039881	1.0
RP4-651E10.4	2.54	867.0	0.9919236993530299	1.0
AL356270.1	0.321	6.0	0.9398815078531996	1.0
CLCA3P	0.437	160.0	1.0	1.0
RP4-612B15.3	1.991	17.0	0.32951298403685214	1.0
SH3GLB1	4.243	277.0	0.003049993518019156	0.02310455943343655
RP4-612B15.2	0.0	15.0	0.999969482421875	1.0
SEP15	2.352	351.0	0.9628379016630312	1.0
HS2ST1	3.849	1462.0	0.08304777483864823	0.49716960705268354
RP4-604K5.3	0.6	22.0	0.9991344863253186	1.0
RP4-604K5.2	0.716	18.0	0.9923177930865843	1.0
RP5-1052I5.2	3.849	1186.0	0.06791613348395631	0.41627409781585933
RP11-384B12.2	0.794	18.0	0.9867686001352445	1.0
RP11-384B12.3	0.794	16.0	0.9786048043787624	1.0
RP5-1052I5.1	1.886	291.0	0.999842784296754	1.0
AL139139.1	0.0	3.0	0.875	1.0
LMO4	3.306	156.0	0.07117522878648896	0.43395139489844586
RP4-544H6.2	2.701	176.0	0.456328252337025	1.0
RNA5SP52	0.309	9.0	0.9861974599686056	1.0
RP5-1027O11.1	1.387	67.0	0.99692672815884	1.0
CTA-21C21.1	2.733	11.0	0.03398165634392225	0.22330251403286105
RN7SL583P	0.324	12.0	0.9963062456567532	1.0
RP11-76N22.1	0.461	17.0	0.9986616942196329	1.0
RP11-76N22.2	1.398	1119.0	1.0	1.0
RPL36AP10	0.7	9.0	0.9173562006480336	1.0
PKN2	1.901	1087.0	0.9999999999999811	1.0
RNU6-125P	1.67	10.0	0.3850586863038472	1.0
TCEB1P19	1.443	17.0	0.731887205465553	1.0
GTF2B	1.573	340.0	0.999999998417502	1.0
RP11-82K18.2	1.033	15.0	0.9138738907044022	1.0
CCBL2	5.937	455.0	6.603973906615934e-07	5.807963675889922e-06
RBMXL1	1.59	103.0	0.9973329620150909	1.0
GBP3	2.35	143.0	0.7404065373246973	1.0
Y_RNA	0.0	3.0	0.875	1.0
GBP1	1.272	133.0	0.9999993603971743	1.0
PTGES3P1	0.809	13.0	0.9527441546689404	1.0
GBP2	2.311	331.0	0.9687557600343385	1.0
GBP7	1.974	324.0	0.9996417221157724	1.0
GBP4	1.563	122.0	0.9994023411759941	1.0
GBP5	2.766	100.0	0.2473432411489418	1.0
RP4-620F22.2	2.766	69.0	0.17803768525379382	0.9398102790607162
RP4-620F22.3	0.829	11.0	0.9182043015907692	1.0
RP5-908D6.1	2.727	70.0	0.20072788904591943	1.0
GBP6	1.795	190.0	0.9991155889290817	1.0
CAPNS1P1	0.953	15.0	0.9392067541964713	1.0
GBP1P1	0.999	78.0	0.9999986252546	1.0
LRRC8B	2.515	497.0	0.9485318510306114	1.0
RP5-1007M22.2	1.977	339.0	0.9997367621842954	1.0
RP11-413E1.4	1.188	332.0	1.0	1.0
LRRC8C	2.037	903.0	0.9999999944171297	1.0
RP11-302M6.4	6.07	2150.0	1.3750343518248442e-06	1.2036231103870725e-05
RP11-413E1.2	1.119	10.0	0.7560235935692613	1.0
snoU13	1.159	14.0	0.8413599760564152	1.0
RP5-943J3.1	1.273	20.0	0.8824359815538263	1.0
RP5-943J3.2	0.0	14.0	0.99993896484375	1.0
LRRC8D	1.721	893.0	1.0	1.0
RP11-302M6.5	0.849	10.0	0.8898295608435263	1.0
RN7SKP272	0.0	10.0	0.9990234375	1.0
GEMIN8P4	1.857	13.0	0.3417541596864546	1.0
ZNF326	3.055	256.0	0.2504180869789271	1.0
RNU6-695P	0.448	8.0	0.957953964437082	1.0
RP5-827O9.1	2.051	140.0	0.9420078688664675	1.0
U3	0.0	7.0	0.9921875	1.0
BARHL2	1.536	39.0	0.9185203364873352	1.0
RP4-665J23.1	1.858	565.0	0.9999999866685702	1.0
RP4-665J23.2	0.615	20.0	0.9981161285532514	1.0
RP4-665J23.4	1.123	25.0	0.9698693958746967	1.0
PHKA1P1	0.0	1.0	0.5	1.0
ZNF644	2.285	695.0	0.9995891506017619	1.0
RPL5P6	0.7	13.0	0.9727120822933049	1.0
HFM1	2.603	847.0	0.9802127181916903	1.0
Y_RNA	0.0	4.0	0.9375	1.0
FEN1P1	0.0	21.0	0.9999995231628418	1.0
CDC7	1.118	153.0	0.9999999995925356	1.0
RP11-47K11.2	0.716	19.0	0.994138442895348	1.0
RP11-91I11.1	1.565	19.0	0.6837493919943893	1.0
HSP90B3P	1.676	106.0	0.9938316300619471	1.0
TGFBR3	2.338	1879.0	0.999999988753127	1.0
RN7SL653P	1.16	12.0	0.7930573032152085	1.0
RN7SL235P	0.801	10.0	0.907177252680593	1.0
BRDT	0.956	469.0	1.0	1.0
EPHX4	1.306	213.0	0.999999999513855	1.0
LPCAT2BP	2.002	14.0	0.27431334815455577	1.0
SETP18	1.089	13.0	0.8550926274698126	1.0
BTBD8	2.768	551.0	0.7890333533844103	1.0
GAPDHP46	0.684	13.0	0.9749719052440148	1.0
PRKAR1AP	1.459	22.0	0.8080686477128074	1.0
KIAA1107	0.843	128.0	0.9999999999995809	1.0
RP4-621B10.8	0.488	23.0	0.9998208251687923	1.0
