chrom	start	end	gene_name	fg_pleio_degree	pleio_degree	pleio_degree_maxindep	pleio_degree_locuswide
5	35951112.0	36001130.0	UGT3A1	1.0			
5	37379314.0	37753537.0	WDR70	1.0	1.0		1.0
5	38475065.0	38608456.0	LIFR	1.0			
5	40052393.0	40053426.0	LINC00603	2.0			
5	40260759.0	40267759.0	LINC00604	1.0	1.0	1.0	
5	41307056.0	41510730.0	PLCXD3	1.0			
5	42423879.0	42721979.0	GHR	1.0	2.0	1.0	3.0
5	45259349.0	45696253.0	HCN1	1.0	1.0		
5	53179775.0	53606412.0	ARL15	1.0	6.0	5.0	6.0
5	55395507.0	55529186.0	ANKRD55	2.0	2.0	3.0	2.0
5	56066626.0	56068130.0	AC008940.1	1.0			
5	57878048.0	58155213.0	RAB3C	1.0			
5	58264865.0	59817947.0	PDE4D	2.0	2.0	2.0	2.0
5	60628100.0	60841997.0	ZSWIM6	1.0	1.0		2.0
5	60933535.0	61047590.0	C5orf64	1.0			
5	64064757.0	64314590.0	CWC27	2.0	1.0	1.0	1.0
5	64444563.0	64777747.0	ADAMTS6	2.0	1.0		1.0
5	64813593.0	64858998.0	CENPK	1.0			
5	65018023.0	65167553.0	NLN	1.0			
5	65892176.0	66465423.0	MAST4	1.0	2.0	1.0	2.0
5	67511548.0	67597649.0	PIK3R1	1.0	4.0	2.0	4.0
5	72416119.0	72427644.0	TMEM171	1.0	2.0	2.0	4.0
5	72921983.0	73237818.0	ARHGEF28	2.0	1.0		1.0
5	74632154.0	74657929.0	HMGCR	1.0	1.0	4.0	5.0
5	74664311.0	74807963.0	COL4A3BP	2.0	4.0	1.0	5.0
5	75378997.0	75649764.0	SV2C	1.0	4.0	3.0	4.0
5	75699074.0	76003957.0	IQGAP2	1.0	2.0	1.0	2.0
5	76145826.0	76217475.0	S100Z	1.0	2.0	1.0	2.0
5	76506274.0	76725632.0	PDE8B	1.0			
5	77781038.0	78065844.0	LHFPL2	3.0	2.0		2.0
5	78532012.0	78623038.0	JMY	1.0			
5	83236373.0	83680611.0	EDIL3	1.0			
5	87803363.0	87986858.0	LINC00461	1.0	4.0	1.0	4.0
5	88013975.0	88199922.0	MEF2C	1.0	4.0	2.0	5.0
5	92953775.0	93447404.0	FAM172A	1.0			
5	95220802.0	95297775.0	ELL2	1.0	1.0	2.0	2.0
5	96096521.0	96143803.0	ERAP1	3.0			
5	96211643.0	96255420.0	ERAP2	1.0	1.0		1.0
5	96704480.0	96706125.0	YTHDF1P1	1.0			
5	102594403.0	102614361.0	C5orf30	2.0	1.0	1.0	1.0
5	107194736.0	107717799.0	FBXL17	1.0	1.0		1.0
5	108083523.0	108532542.0	FER	3.0	2.0	1.0	2.0
5	109025067.0	109205326.0	MAN2A1	1.0			
5	110405760.0	110413722.0	TSLP	2.0	1.0	1.0	1.0
5	110427414.0	110466200.0	WDR36	1.0	1.0	1.0	1.0
5	110847924.0	111075423.0	STARD4-AS1	1.0	1.0		1.0
5	110998318.0	111333161.0	NREP	1.0	1.0		1.0
5	111478138.0	111755013.0	EPB41L4A	1.0			
5	112357796.0	112824527.0	MCC	1.0			
5	113696642.0	113832337.0	KCNN2	1.0			
5	114460459.0	114516243.0	TRIM36	1.0			
5	115420688.0	115748459.0	COMMD10	2.0			
5	118604387.0	118735383.0	TNFAIP8	1.0	1.0		1.0
5	121297656.0	121411265.0	SRFBP1	1.0			1.0
5	121398890.0	121413980.0	LOX	1.0	1.0		1.0
5	122179134.0	122365049.0	SNX24	1.0	1.0	1.0	2.0
5	122424816.0	122529960.0	PRDM6	2.0	1.0		2.0
5	122680579.0	122759286.0	CEP120	1.0	2.0		2.0
5	125302470.0	125303778.0	RPSAP37	1.0			
5	126203406.0	126366500.0	MARCH3	1.0			
5	127419458.0	127525380.0	SLC12A2	1.0	1.0		3.0
5	127593601.0	127994878.0	FBN2	2.0	3.0	1.0	3.0
5	128795958.0	129074376.0	ADAMTS19	1.0	2.0	1.0	2.0
5	129240165.0	129522327.0	CHSY3	1.0			
5	130759614.0	130970929.0	RAPGEF6	2.0	1.0		2.0
5	131499296.0	131499458.0	AC063976.2	1.0			
5	131520569.0	131528501.0	P4HA2-AS1	1.0			2.0
5	131527531.0	131631008.0	P4HA2	2.0	3.0	1.0	6.0
5	131593364.0	131609147.0	PDLIM4	1.0			4.0
5	131630136.0	131679899.0	SLC22A4	1.0	4.0	2.0	5.0
5	131705444.0	131731306.0	SLC22A5	2.0	1.0		5.0
5	131746328.0	131811736.0	C5orf56	4.0	4.0	3.0	6.0
5	131817301.0	131826490.0	IRF1	1.0	2.0		6.0
5	131877136.0	131892530.0	IL5	1.0	1.0	1.0	1.0
5	131891711.0	131980313.0	RAD50	1.0	1.0	1.0	1.0
5	131991955.0	131996802.0	IL13	3.0	1.0	1.0	1.0
5	132086509.0	132142933.0	SEPT8	2.0			1.0
5	132211071.0	132299326.0	AFF4	1.0			2.0
5	132387654.0	132442141.0	HSPA4	2.0	1.0	1.0	1.0
5	133772402.0	133828210.0	AC005355.1	1.0			2.0
5	136310987.0	136934068.0	SPOCK1	2.0			
5	137203480.0	137223540.0	MYOT	1.0			
5	137273649.0	137387650.0	FAM13B	3.0	1.0		1.0
5	137620954.0	137674044.0	CDC25C	1.0			
5	137688285.0	137772717.0	KDM3B	1.0	1.0	1.0	1.0
5	137946656.0	138270723.0	CTNNA1	1.0			
5	139554227.0	139661637.0	CYSTM1	1.0			
5	139624624.0	139682706.0	PFDN1	1.0			
5	139712428.0	139726216.0	HBEGF	1.0			
5	140810185.0	140892546.0	PCDHGA12	1.0			
5	140894583.0	140998622.0	DIAPH1	2.0	1.0	1.0	1.0
5	141032968.0	141061788.0	ARAP3	1.0			1.0
5	141232938.0	141258811.0	PCDH1	1.0			
5	141488070.0	141534005.0	NDFIP1	1.0	3.0	2.0	3.0
5	142149949.0	142608576.0	ARHGAP26	2.0	1.0		1.0
5	142657496.0	142815077.0	NR3C1	3.0	1.0		1.0
5	143550396.0	143865249.0	KCTD16	2.0			
5	147763498.0	147822399.0	FBXO38	2.0			2.0
5	147830595.0	148056798.0	HTR4	2.0	2.0		2.0
5	148303202.0	148442726.0	SH3TC2	1.0			
5	149340300.0	149373018.0	SLC26A2	1.0			1.0
5	149379884.0	149432386.0	HMGXB3	1.0	2.0	1.0	2.0
5	150226085.0	150280298.0	IRGM	1.0			
5	150400124.0	150408554.0	GPX3	1.0			2.0
5	150409506.0	150473138.0	TNIP1	2.0	2.0	2.0	2.0
5	156346293.0	156390266.0	TIMD4	1.0	5.0	6.0	5.0
5	156569944.0	156682201.0	ITK	1.0	1.0		2.0
5	156693089.0	156822606.0	CYFIP2	1.0	3.0	2.0	4.0
5	156822542.0	157002783.0	ADAM19	1.0	2.0		2.0
5	157170703.0	157187717.0	LSM11	1.0			
5	158122928.0	158526769.0	EBF1	2.0	6.0	3.0	6.0
5	158741791.0	158757895.0	IL12B	1.0			1.0
5	159175240.0	159188068.0	AC008691.1	3.0			
5	160974069.0	161129599.0	GABRA6	1.0			
5	166711804.0	167691162.0	TENM2	2.0	1.0	1.0	1.0
5	169010638.0	169031782.0	SPDL1	2.0			
5	169064251.0	169510386.0	DOCK2	1.0			
5	170288874.0	170727019.0	RANBP17	1.0	1.0		1.0
5	170814120.0	170838141.0	NPM1	1.0			2.0
5	172261278.0	172379688.0	ERGIC1	1.0			
5	172652839.0	172653426.0	RPL7AP33	1.0			1.0
5	172659112.0	172662360.0	NKX2-5	1.0	1.0		1.0
5	173315283.0	173388979.0	CPEB4	1.0	5.0	2.0	5.0
5	175344876.0	175461683.0	THOC3	1.0			
5	176332006.0	176449634.0	UIMC1	1.0	1.0		1.0
5	176560026.0	176727216.0	NSD1	1.0	2.0		5.0
5	176758563.0	176778853.0	LMAN2	1.0	2.0	1.0	6.0
5	176784838.0	176799602.0	RGS14	3.0	4.0	4.0	6.0
5	177664619.0	178017556.0	COL23A1	1.0			
5	179159851.0	179223512.0	MAML1	1.0			1.0
5	179338651.0	179499118.0	RNF130	1.0			
5	180028506.0	180076624.0	FLT4	1.0			
6	291630.0	351355.0	DUSP22	1.0	3.0	2.0	5.0
6	391739.0	411447.0	IRF4	6.0	8.0	6.0	8.0
6	485133.0	693117.0	EXOC2	3.0	6.0	5.0	6.0
6	1624041.0	2245926.0	GMDS	5.0	2.0		2.0
6	2663863.0	2751200.0	MYLK4	2.0			
6	2887500.0	2903514.0	SERPINB9	1.0			
6	5261277.0	5771813.0	FARS2	1.0			
6	7107830.0	7252213.0	RREB1	2.0	9.0	4.0	9.0
6	7268539.0	7347679.0	SSR1	3.0			5.0
6	7326889.0	7389976.0	CAGE1	1.0			
6	7727030.0	7881655.0	BMP6	2.0	2.0	1.0	2.0
6	7881755.0	8064597.0	BLOC1S5-TXNDC5	1.0	1.0		1.0
6	9596343.0	10211841.0	OFCC1	1.0	1.0	1.0	1.0
6	12008995.0	12165232.0	HIVEP1	1.0			
6	12717893.0	13288645.0	PHACTR1	2.0			
6	13358062.0	13487894.0	GFOD1	1.0			1.0
6	13621730.0	13711796.0	RANBP9	1.0			
6	15246527.0	15522252.0	JARID2	2.0			1.0
6	16299343.0	16761722.0	ATXN1	2.0	1.0		5.0
6	17393447.0	17558023.0	CAP2	1.0			
6	17600586.0	17611950.0	FAM8A1	2.0			
6	17615269.0	17706656.0	NUP153	2.0			
6	17759414.0	17987854.0	KIF13A	1.0			
6	18155560.0	18224084.0	KDM1B	1.0			
6	18368779.0	18469105.0	RNF144B	1.0			
6	20534688.0	21232635.0	CDKAL1	4.0	3.0	2.0	3.0
6	21665003.0	22214734.0	CASC15	5.0	6.0	4.0	6.0
6	22287480.0	22297730.0	PRL	1.0			
6	24002052.0	24002658.0	HNRNPA1P58	1.0	1.0	1.0	
6	24171984.0	24358280.0	DCDC2	1.0	2.0	1.0	2.0
6	34857042.0	35059179.0	ANKS1A	4.0	4.0	1.0	5.0
6	35085848.0	35116387.0	TCP11	2.0	3.0	1.0	5.0
6	35182190.0	35220856.0	SCUBE3	2.0	4.0	2.0	6.0
6	35226686.0	35263762.0	ZNF76	1.0	1.0		5.0
6	35310335.0	35395968.0	PPARD	3.0	6.0	2.0	6.0
6	35420138.0	35434880.0	FANCE	1.0	1.0		5.0
6	35441374.0	35464853.0	TEAD3	1.0	1.0		4.0
6	35465651.0	35480715.0	TULP1	1.0	4.0	3.0	4.0
6	35541362.0	35696360.0	FKBP5	2.0	5.0	3.0	5.0
6	35668780.0	35668915.0	AL157823.1	1.0			3.0
6	35748794.0	35761452.0	CLPSL1	1.0	1.0		3.0
6	35800743.0	35889119.0	SRPK1	2.0	1.0		3.0
6	35911291.0	35992645.0	SLC26A8	2.0	1.0	1.0	2.0
6	35995488.0	36079013.0	MAPK14	4.0	1.0		1.0
6	36164521.0	36200567.0	BRPF3	1.0			1.0
6	36322419.0	36356164.0	ETV7	2.0			
6	36358328.0	36410666.0	PXT1	1.0			
6	36562145.0	36573377.0	SRSF3	1.0			2.0
6	36644305.0	36655116.0	CDKN1A	2.0	1.0		1.0
6	36708552.0	36807778.0	CPNE5	1.0			1.0
6	36839646.0	36896740.0	C6orf89	1.0			1.0
6	36922209.0	36932613.0	PI16	1.0			
6	36973422.0	36996846.0	FGD2	1.0			1.0
6	37179956.0	37225931.0	TMEM217	1.0			1.0
6	38136227.0	38607924.0	BTBD9	2.0			
6	38683117.0	38998301.0	DNAH8	1.0			
6	39016574.0	39055519.0	GLP1R	2.0			
6	39156749.0	39197226.0	KCNK5	1.0	1.0		1.0
6	39297766.0	39693181.0	KIF6	1.0			
6	40359325.0	40555204.0	LRFN2	1.0	2.0		2.0
6	41514164.0	41570122.0	FOXP4	1.0			1.0
6	41604620.0	41621984.0	MDFI	1.0	1.0	1.0	5.0
6	42896938.0	42907025.0	CNPY3	1.0			3.0
6	43263432.0	43273276.0	SLC22A7	1.0			1.0
6	43395104.0	43418168.0	ABCC10	2.0			2.0
6	43737921.0	43754224.0	VEGFA	4.0	6.0	6.0	6.0
6	44777054.0	45345690.0	SUPT3H	3.0	4.0	3.0	4.0
6	45295894.0	45632086.0	RUNX2	3.0	4.0	3.0	4.0
6	45868045.0	46048132.0	CLIC5	1.0			
6	50786436.0	50815326.0	TFAP2B	2.0	3.0		3.0
6	51480098.0	51952423.0	PKHD1	2.0	2.0	2.0	2.0
6	52285106.0	52387892.0	EFHC1	1.0			
6	54172657.0	54254950.0	TINAG	1.0			
6	55618443.0	55740362.0	BMP5	2.0	3.0	1.0	3.0
6	56322785.0	56819426.0	DST	2.0			
6	62389865.0	62996132.0	KHDRBS2	1.0			
6	64429876.0	66417118.0	EYS	1.0			
6	72054047.0	72130472.0	LINC00472	1.0			1.0
6	74405508.0	74538040.0	CD109	1.0	2.0	2.0	2.0
6	75794042.0	75915767.0	COL12A1	1.0			
6	76001575.0	76203454.0	FILIP1	3.0	2.0	1.0	2.0
6	76458909.0	76629254.0	MYO6	1.0	1.0		2.0
6	79577189.0	79656157.0	IRAK1BP1	1.0			1.0
6	79645584.0	79787953.0	PHIP	1.0	1.0	1.0	1.0
6	80713604.0	80752244.0	TTK	1.0			
6	80816364.0	81055987.0	BCKDHB	2.0	1.0		2.0
6	83920108.0	84140797.0	ME1	1.0			
6	84262599.0	84419410.0	SNAP91	1.0			
6	85397069.0	85474237.0	TBX18	1.0	1.0		1.0
6	86215214.0	86303874.0	SNX14	1.0			
6	90636248.0	91006627.0	BACH2	4.0	5.0	4.0	5.0
6	91022461.0	91022552.0	MIR4464	1.0			2.0
6	96463860.0	96663488.0	FUT9	1.0			
6	96806250.0	96969545.0	UFL1-AS1	1.0			
6	97010424.0	97064512.0	FHL5	1.0			
6	100583940.0	100584539.0	PRDX2P4	1.0			1.0
6	105404923.0	105531207.0	LIN28B	1.0	2.0		4.0
6	106632351.0	106773666.0	ATG5	1.0	1.0	2.0	1.0
6	108025308.0	108145521.0	SCML4	1.0	1.0	1.0	1.0
6	108881038.0	109005977.0	FOXO3	1.0	7.0	4.0	7.0
6	109169619.0	109295186.0	ARMC2	1.0	2.0		3.0
6	109307640.0	109416022.0	SESN1	3.0	3.0	2.0	5.0
6	110501344.0	110575478.0	CDC40	1.0			
6	110567131.0	110679475.0	METTL24	1.0			1.0
6	111877657.0	111927481.0	TRAF3IP2	1.0			
6	112408802.0	112423993.0	FAM229B	1.0			
6	114376750.0	114664209.0	HS3ST5	1.0			
6	116252312.0	116381921.0	FRK	2.0	3.0	4.0	4.0
6	116422012.0	116570660.0	NT5DC1	2.0	2.0	1.0	3.0
6	118781935.0	119031238.0	CEP85L	1.0	1.0		1.0
6	119134605.0	119256327.0	MCM9	1.0	2.0	1.0	2.0
6	122764499.0	122792967.0	SERINC1	1.0			2.0
6	124125286.0	125146803.0	NKAIN2	1.0			
6	125541108.0	125623282.0	HDDC2	1.0	1.0		1.0
6	126068810.0	126082415.0	HEY2	1.0	1.0		2.0
6	126102307.0	126252266.0	NCOA7	1.0	1.0		2.0
6	126661320.0	126670021.0	CENPW	1.0	3.0	2.0	2.0
6	127439749.0	127518910.0	RSPO3	3.0	6.0	5.0	5.0
6	128029217.0	128239776.0	THEMIS	1.0			
6	128289924.0	128841870.0	PTPRK	1.0			
6	129204342.0	129837714.0	LAMA2	1.0	2.0		2.0
6	130334844.0	130462594.0	L3MBTL3	1.0	11.0	9.0	11.0
6	132129156.0	132216295.0	ENPP1	1.0	1.0	1.0	1.0
6	132767006.0	132834337.0	STX7	1.0	2.0		2.0
6	133065009.0	133084598.0	VNN2	1.0			
6	133561736.0	133853258.0	EYA4	1.0	4.0	2.0	4.0
6	134210276.0	134216691.0	TCF21	1.0	1.0		1.0
6	134309835.0	134373774.0	SLC2A12	1.0			
6	135281516.0	135424194.0	HBS1L	1.0	11.0	5.0	11.0
6	136172834.0	136516712.0	PDE7B	2.0	2.0		2.0
6	137243402.0	137246777.0	SLC35D3	1.0			1.0
6	137464968.0	137494785.0	IL22RA2	1.0			
6	138038085.0	138038179.0	AL357060.1	1.0			1.0
6	138188351.0	138204449.0	TNFAIP3	1.0	1.0	1.0	1.0
6	143072604.0	143266338.0	HIVEP2	2.0	1.0		2.0
6	143381633.0	143661441.0	AIG1	2.0			
6	145822719.0	146057160.0	EPM2A	1.0			
6	147163037.0	147525750.0	STXBP5-AS1	1.0			
6	149068464.0	149398126.0	UST	1.0	1.0		1.0
6	149539777.0	149732749.0	TAB2	3.0			
6	149768794.0	149806197.0	ZC3H12D	1.0			
6	150464212.0	150571493.0	PPP1R14C	1.0			
6	150920999.0	151164799.0	PLEKHG1	3.0	1.0		1.0
6	151561134.0	151679692.0	AKAP12	1.0	1.0	1.0	2.0
6	151725989.0	151773259.0	RMND1	1.0	2.0	1.0	2.0
6	151815165.0	151942328.0	CCDC170	2.0	2.0	2.0	3.0
6	151977826.0	152450754.0	ESR1	9.0	9.0	6.0	9.0
6	152442819.0	152958936.0	SYNE1	2.0			
6	153291664.0	153304714.0	FBXO5	1.0			
6	153325594.0	153452384.0	RGS17	2.0	1.0	1.0	1.0
6	154475631.0	154677926.0	IPCEF1	1.0			
6	155054459.0	155155192.0	SCAF8	1.0			
6	155153831.0	155578857.0	TIAM2	1.0	1.0		1.0
6	158402888.0	158520208.0	SYNJ2	1.0	1.0	1.0	1.0
6	158733692.0	158932860.0	TULP4	1.0	1.0		1.0
6	159590429.0	159693141.0	FNDC1	1.0			
6	160542821.0	160579750.0	SLC22A1	2.0	5.0	6.0	6.0
6	160592093.0	160698670.0	SLC22A2	1.0	4.0	4.0	6.0
6	160874460.0	160932156.0	LPAL2	1.0	1.0	4.0	2.0
6	160952515.0	161087407.0	LPA	2.0	2.0	6.0	3.0
6	163148164.0	163736524.0	PACRG	1.0			
6	165740776.0	166400091.0	PDE10A	2.0	1.0	1.0	2.0
6	166822852.0	167319939.0	RPS6KA2	1.0			
6	167342992.0	167370679.0	RNASET2	2.0			
6	167412670.0	167466201.0	FGFR1OP	2.0			
6	167525295.0	167553184.0	CCR6	2.0	1.0	1.0	1.0
6	168841831.0	169073984.0	SMOC2	1.0	2.0	1.0	2.0
6	169615875.0	169654139.0	THBS2	2.0			
6	169857307.0	170102159.0	WDR27	2.0			
6	170599791.0	170716153.0	FAM120B	1.0			2.0
7	588834.0	767287.0	PRKAR1B	1.0	2.0	1.0	3.0
7	855528.0	936072.0	SUN1	1.0	1.0	1.0	1.0
7	937540.0	995043.0	ADAP1	2.0			2.0
7	938415.0	1015235.0	COX19	1.0			2.0
7	1855429.0	2272878.0	MAD1L1	5.0	1.0	1.0	1.0
7	2719156.0	2815134.0	AMZ1	2.0	2.0	1.0	4.0
7	2767746.0	2883958.0	GNA12	3.0	5.0	1.0	5.0
7	3341080.0	4308632.0	SDK1	6.0			
7	4683388.0	4811074.0	FOXK1	1.0			
7	4945620.0	4998844.0	MMD2	1.0			
7	5346421.0	5465045.0	TNRC18	7.0	1.0		2.0
7	5470966.0	5553429.0	FBXL18	2.0	1.0	1.0	1.0
7	5566782.0	5603415.0	ACTB	3.0			
7	5659678.0	5821370.0	RNF216	1.0			
7	6448757.0	6523821.0	DAGLB	2.0	5.0	5.0	5.0
7	6485584.0	6523873.0	KDELR2	1.0	4.0	3.0	5.0
7	6731608.0	6731690.0	AC073343.2	1.0			1.0
7	6971315.0	6979234.0	FAM86LP	1.0			
7	7196565.0	7288282.0	C1GALT1	2.0			
7	11409984.0	11871824.0	THSD7A	1.0			
7	12250867.0	12282993.0	TMEM106B	2.0			
7	13911481.0	13912138.0	AC005019.2	1.0			
7	13930853.0	14031050.0	ETV1	2.0			
7	14184674.0	15014402.0	DGKB	1.0	3.0	2.0	3.0
7	15239943.0	15601640.0	AGMO	2.0			
7	16130817.0	16460947.0	ISPD	1.0			
7	17338246.0	17385776.0	AHR	1.0	1.0		2.0
7	18126572.0	19042039.0	HDAC9	2.0	3.0		3.0
7	19393157.0	19618229.0	AC007091.1	2.0	1.0		1.0
7	20257200.0	20261323.0	AC005083.1	1.0			
7	20370325.0	20455377.0	ITGB8	3.0	3.0	2.0	3.0
7	20628613.0	20629708.0	AC002486.2	1.0			1.0
7	21582833.0	21941457.0	DNAH11	3.0	1.0	4.0	1.0
7	22157856.0	22396763.0	RAPGEF5	1.0			
7	22459063.0	22672544.0	STEAP1B	2.0			
7	22765503.0	22771621.0	IL6	1.0			4.0
7	26331541.0	26413949.0	SNX10	1.0	1.0		1.0
7	26706681.0	27034858.0	SKAP2	2.0			
7	27087788.0	27088247.0	NHP2P2	1.0			
7	27135266.0	27139884.0	HOTAIRM1	1.0			1.0
7	27139721.0	27142430.0	HOXA2	1.0			1.0
7	27145803.0	27192200.0	HOXA3	1.0	1.0		2.0
7	27180671.0	27183287.0	HOXA5	1.0			2.0
7	27185015.0	27190222.0	HOXA6	1.0			2.0
7	27238194.0	27246878.0	HOTTIP	2.0	3.0	1.0	4.0
7	27565061.0	27702614.0	HIBADH	4.0	2.0		2.0
7	27870192.0	28220362.0	JAZF1	3.0	7.0	4.0	7.0
7	28219941.0	28283536.0	JAZF1-AS1	1.0	2.0	1.0	5.0
7	28338940.0	28865511.0	CREB5	3.0	4.0	3.0	4.0
7	28992974.0	28997934.0	TRIL	1.0			
7	29034847.0	29235067.0	CPVL	3.0			
7	29161890.0	29553944.0	CHN2	1.0			
7	29846102.0	29956682.0	WIPF3	1.0			
7	30978284.0	31032869.0	GHRHR	1.0	1.0	1.0	3.0
7	33168856.0	33645680.0	BBS9	1.0	2.0	1.0	2.0
7	36893961.0	37488852.0	ELMO1	4.0	2.0	2.0	2.0
7	37723446.0	37991543.0	EPDR1	2.0	3.0	2.0	3.0
7	37945543.0	38065297.0	SFRP4	1.0	3.0	2.0	3.0
7	39017598.0	39532694.0	POU6F2	2.0	1.0		1.0
7	42000548.0	42277469.0	GLI3	2.0			
7	43906157.0	43946188.0	URGCP-MRPS24	1.0			1.0
7	44084239.0	44109055.0	DBNL	1.0			2.0
7	44102326.0	44105186.0	PGAM2	1.0			2.0
7	44143960.0	44154161.0	AEBP1	1.0	2.0	1.0	3.0
7	44552134.0	44580914.0	NPC1L1	2.0	1.0	4.0	1.0
7	44617493.0	44621886.0	TMED4	1.0			1.0
7	45039074.0	45116068.0	CCM2	1.0	1.0	1.0	3.0
7	45139699.0	45151646.0	TBRG4	1.0			1.0
7	45951949.0	45961473.0	IGFBP3	1.0	1.0	1.0	1.0
7	46674212.0	46674544.0	HMGN1P19	1.0	2.0	1.0	1.0
7	47314752.0	47622156.0	TNS3	1.0			
7	50181136.0	50182419.0	AC020743.2	2.0			
7	50657760.0	50861159.0	GRB10	1.0	3.0	1.0	4.0
7	55086714.0	55324313.0	EGFR	1.0	2.0		2.0
7	69063905.0	70258054.0	AUTS2	4.0	1.0		1.0
7	71244476.0	71912136.0	CALN1	2.0			
7	72349936.0	72421979.0	POM121	1.0	1.0	1.0	1.0
7	72854728.0	72936608.0	BAZ1B	1.0	3.0	2.0	6.0
7	73007524.0	73038873.0	MLXIPL	1.0	10.0	9.0	12.0
7	73442119.0	73484237.0	ELN	2.0			
7	73497263.0	73536855.0	LIMK1	1.0			
7	73868120.0	74016931.0	GTF2IRD1	2.0			
7	74188309.0	74203659.0	NCF1	2.0			1.0
7	75024337.0	75040279.0	TRIM73	1.0			2.0
7	75046066.0	75115548.0	POM121C	2.0	2.0		2.0
7	75464981.0	75465459.0	AC005102.1	1.0	1.0		1.0
7	75471920.0	75518244.0	RHBDD2	1.0	1.0	1.0	1.0
7	75528518.0	75616173.0	POR	1.0	4.0	2.0	4.0
7	76531808.0	76548508.0	AC007003.1	1.0			
7	76607934.0	76673092.0	DTX2P1	3.0			
7	76610266.0	76673092.0	DTX2P1-UPK3BP1-PMS2P11	2.0			
7	76713203.0	76751433.0	FAM185BP	1.0			
7	76751751.0	76958850.0	CCDC146	1.0			
7	79763271.0	79848718.0	GNAI1	1.0			
7	83585093.0	84122040.0	SEMA3A	1.0			
7	84624869.0	84816171.0	SEMA3D	1.0			
7	86974997.0	87029111.0	CROT	2.0			
7	87031013.0	87109751.0	ABCB4	2.0			1.0
7	87133175.0	87342611.0	ABCB1	1.0	1.0	1.0	1.0
7	87256864.0	87461611.0	RUNDC3B	1.0			
7	87563458.0	87832204.0	ADAM22	2.0			
7	92234235.0	92465908.0	CDK6	1.0	11.0	6.0	11.0
7	94023873.0	94060544.0	COL1A2	1.0	1.0		1.0
7	94430826.0	94431124.0	RN7SKP129	1.0			
7	94536514.0	94925727.0	PPP1R9A	3.0			
7	94926988.0	95025673.0	PON1	1.0			
7	95401866.0	95739634.0	DYNC1I1	1.0			
7	95749532.0	95951459.0	SLC25A13	2.0			
7	97736197.0	97838945.0	LMTK2	1.0	1.0	1.0	1.0
7	99302660.0	99332819.0	CYP3A7	2.0			
7	99425636.0	99463718.0	CYP3A43	1.0			
7	99613204.0	99639312.0	ZKSCAN1	1.0	1.0		2.0
7	99775186.0	99819111.0	STAG3	1.0			4.0
7	99965153.0	99997719.0	PILRA	1.0	3.0	1.0	5.0
7	100277130.0	100287071.0	GIGYF1	1.0	1.0		5.0
7	100612904.0	100662230.0	MUC12	1.0	1.0		2.0
7	100805790.0	100808874.0	VGF	1.0			
7	101006101.0	101202304.0	COL26A1	1.0			1.0
7	101458959.0	101927249.0	CUX1	3.0	4.0	2.0	4.0
7	102389418.0	102449672.0	FAM185A	1.0	1.0	1.0	1.0
7	102453308.0	102715286.0	FBXL13	1.0			
7	102993177.0	103086624.0	SLC26A5	1.0			
7	103112231.0	103629963.0	RELN	3.0			
7	104654626.0	104754808.0	KMT2E	1.0			
7	104751151.0	105039755.0	SRPK2	1.0			
7	105245514.0	105517050.0	ATXN7L1	1.0	1.0	1.0	1.0
7	105517242.0	105676877.0	CDHR3	2.0			1.0
7	106300345.0	106301342.0	AC004917.1	1.0			2.0
7	106842000.0	107204959.0	COG5	2.0	2.0	2.0	2.0
7	107220422.0	107269615.0	BCAP29	1.0			1.0
7	107405912.0	107443670.0	SLC26A3	1.0			
7	110303110.0	111202573.0	IMMP2L	1.0			
7	113726382.0	114333827.0	FOXP2	4.0	1.0		1.0
7	115850547.0	115898837.0	TES	1.0			
7	115878314.0	116139519.0	AC002066.1	2.0			1.0
7	115927434.0	116148595.0	CAV2	1.0	1.0		1.0
7	116164839.0	116201233.0	CAV1	2.0			2.0
7	116312444.0	116438440.0	MET	5.0	1.0	1.0	1.0
7	116451124.0	116562103.0	CAPZA2	1.0	2.0	1.0	3.0
7	116593292.0	116870157.0	ST7	1.0			
7	116903971.0	116904442.0	MTND4P6	1.0			
7	116916685.0	116963343.0	WNT2	2.0			
7	117105838.0	117356025.0	CFTR	1.0			
7	117350705.0	117514193.0	CTTNBP2	1.0			
7	117824086.0	117832878.0	NAA38	2.0			
7	120427376.0	120498456.0	TSPAN12	1.0	1.0	1.0	1.0
7	120965421.0	120981158.0	WNT16	1.0	2.0	2.0	2.0
7	120988905.0	121036418.0	FAM3C	1.0	2.0	2.0	2.0
7	121513143.0	121702090.0	PTPRZ1	1.0			
7	121958481.0	122526813.0	CADPS2	1.0	1.0		1.0
7	126986844.0	127071978.0	ZNF800	2.0	1.0		1.0
7	127220672.0	127233665.0	GCC1	1.0			1.0
7	127250346.0	127255982.0	PAX4	1.0			1.0
7	128470431.0	128499328.0	FLNC	1.0			
7	128577666.0	128590089.0	IRF5	5.0	2.0	1.0	2.0
7	128594948.0	128695198.0	TNPO3	1.0			2.0
7	129470572.0	129592789.0	UBE2H	1.0	2.0	1.0	2.0
7	129625487.0	129625587.0	AC073320.1	1.0			4.0
7	129658126.0	129691291.0	ZC3HC1	1.0	3.0	1.0	4.0
7	130146089.0	130353598.0	COPG2	1.0			
7	130417401.0	130418888.0	KLF14	1.0	3.0	4.0	3.0
