gene	score	length	avg_score
C2CD5	885.6	3799	0.2331139773624638
C2orf15	199.807	591	0.33808291032148896
C2orf16	734.315	5953	0.12335209138249623
C2orf27A	110.534	616	0.1794383116883117
C2orf27B	177.504	629	0.2822003179650238
C2orf40	182.802	563	0.32469271758436946
C2orf42	597.125	1762	0.3388904653802497
C2orf43	398.221	1327	0.30009118311981914
C2orf44	725.742	2170	0.3344433179723502
C2orf47	223.555	949	0.23556902002107483
C2orf48	5.187	484	0.01071694214876033
C2orf49	313.442	819	0.3827130647130647
C2orf50	117.392	495	0.23715555555555554
C2orf53	333.045	1236	0.26945388349514565
C2orf54	457.909	1428	0.3206645658263305
C2orf57	113.77	1185	0.0960084388185654
C2orf61	191.382	550	0.34796727272727274
C2orf62	399.337	1191	0.33529554995801847
C2orf66	120.137	363	0.3309559228650138
C2orf68	223.455	727	0.3073658872077029
C2orf69	399.268	1163	0.34330868443680135
C2orf70	232.238	733	0.31683219645293315
C2orf71	1018.629	3871	0.26314363213639885
C2orf72	287.522	891	0.322695847362514
C2orf73	256.893	846	0.3036560283687943
C2orf74	124.875	588	0.21237244897959184
C2orf76	121.123	484	0.25025413223140497
C2orf78	600.375	2776	0.21627341498559077
C2orf80	210.957	860	0.24529883720930232
C2orf81	402.509	1960	0.20536173469387756
C2orf82	129.98	497	0.26152917505030177
C2orf83	44.807	565	0.07930442477876107
C2orf88	27.345	90	0.30383333333333334
C2orf91	45.375	399	0.1137218045112782
C3	1648.621	5119	0.3220591912482907
C3AR1	312.292	1446	0.215969571230982
C3orf14	112.806	404	0.2792227722772277
C3orf17	563.537	1736	0.3246180875576037
C3orf18	165.652	593	0.2793456998313659
C3orf20	856.914	2762	0.3102512671976828
C3orf22	53.428	552	0.09678985507246377
C3orf27	25.207	461	0.05467895878524946
C3orf30	96.185	1442	0.06670249653259362
C3orf33	379.307	1129	0.3359672276350753
C3orf35	130.198	649	0.20061325115562406
C3orf36	2.978	511	0.005827788649706458
C3orf38	365.795	993	0.36837361530715007
C3orf49	323.293	893	0.36203023516237404
C3orf52	261.299	1071	0.24397665732959847
C3orf55	111.663	571	0.1955569176882662
C3orf56	7.130999999999999	727	0.009808803301237963
C3orf58	195.871	1441	0.13592713393476752
C3orf62	310.88	834	0.372757793764988
C3orf65	8.951	351	0.025501424501424504
C3orf67	628.034	2325	0.2701221505376344
C3orf70	209.201	762	0.27454199475065616
C3orf72	28.331	543	0.05217495395948434
C3orf79	17.811	339	0.05253982300884956
C3orf80	281.024	741	0.3792496626180837
C3orf83	235.041	681	0.3451409691629956
C3orf84	247.206	636	0.388688679245283
C4A	2151.067	5352	0.40191834828101647
C4B	2128.888	5340	0.39866816479400746
C4BPA	413.609	1853	0.22321046950890447
C4BPB	209.033	1037	0.20157473481195756
C4orf17	260.618	1133	0.23002471315092674
C4orf19	147.051	1044	0.14085344827586205
C4orf21	1531.399	6752	0.22680672393364928
C4orf22	299.715	911	0.32899560922063664
C4orf26	73.711	511	0.14424853228962817
C4orf27	356.934	1071	0.3332717086834734
C4orf29	410.88	1500	0.27392
C4orf3	49.629	601	0.08257737104825291
C4orf32	146.371	402	0.3641069651741294
C4orf33	207.404	628	0.33026114649681526
C4orf36	114.17699999999999	427	0.2673934426229508
C4orf40	65.915	687	0.09594614264919943
C4orf45	145.885	578	0.2523961937716263
C4orf46	149.419	340	0.4394676470588236
C4orf47	262.122	786	0.33348854961832064
C4orf48	158.5	435	0.364367816091954
C4orf50	259.735	2259	0.11497786631252767
C4orf51	109.615	610	0.1796967213114754
C4orf6	21.998	300	0.07332666666666666
C5	1869.924	5194	0.36001617250673856
C5AR1	180.078	1055	0.17069004739336494
C5AR2	151.421	1011	0.14977349159248268
C5orf15	244.313	805	0.3034944099378882
C5orf17	80.116	483	0.16587163561076604
C5orf20	7.733	762	0.010148293963254593
C5orf22	561.33	1667	0.3367306538692262
C5orf24	137.519	632	0.21759335443037975
C5orf27	10.916	307	0.03555700325732899
C5orf28	227.336	665	0.34185864661654136
C5orf30	216.2	625	0.34592
C5orf34	689.428	1964	0.3510325865580448
C5orf38	13.667	425	0.03215764705882353
C5orf42	3152.043	9865	0.319517790167258
C5orf45	219.257	1517	0.14453328938694793
C5orf46	71.617	265	0.27025283018867924
C5orf47	114.429	536	0.21348694029850745
C5orf48	148.65	407	0.36523341523341524
C5orf49	181.839	459	0.3961633986928105
C5orf50	169.468	492	0.34444715447154467
C5orf51	271.574	911	0.2981053787047201
C5orf52	153.562	477	0.3219329140461216
C5orf54	708.762	1783	0.39751093662366793
C5orf55	2.698	361	0.0074736842105263155
C5orf56	31.515	832	0.03787860576923077
C5orf58	103.193	320	0.322478125
C5orf60	9.855	872	0.011301605504587156
C5orf63	151.048	764	0.19770680628272252
C5orf64	59.745	390	0.15319230769230768
C6	1056.325	2862	0.3690863032844165
C6ORF165	678.05	1939	0.34969056214543576
C6ORF50	4.888	306	0.015973856209150327
C6orf1	74.085	492	0.15057926829268292
C6orf10	308.784	1850	0.16691027027027028
C6orf100	0.45	194	0.0023195876288659794
C6orf106	121.479	969	0.1253653250773994
C6orf118	362.481	1521	0.23831755424063117
C6orf120	200.978	633	0.3175007898894155
C6orf123	0.503	178	0.0028258426966292134
C6orf132	926.39	3635	0.2548528198074278
C6orf136	401.418	1399	0.28693209435310935
C6orf141	103.15	736	0.14014945652173913
C6orf15	176.322	978	0.18028834355828222
C6orf163	362.549	1005	0.3607452736318408
C6orf164	38.976	229	0.1702008733624454
C6orf183	676.13	1934	0.3496018614270941
C6orf195	0.72	385	0.00187012987012987
C6orf201	102.255	637	0.1605259026687598
C6orf203	281.60699999999997	752	0.37447739361702126
C6orf211	503.286	1340	0.3755865671641791
C6orf222	356.598	1970	0.18101421319796954
C6orf223	146.777	777	0.18890218790218788
C6orf226	86.663	303	0.286016501650165
C6orf25	300.766	794	0.37879848866498744
C6orf47	263.453	882	0.29869954648526076
C6orf48	15.831	236	0.06708050847457626
C6orf52	100.018	573	0.17455148342059337
C6orf57	115.375	340	0.33933823529411766
C6orf58	266.176	1000	0.26617599999999997
C6orf62	74.01	858	0.08625874125874126
C6orf89	438.328	1098	0.39920582877959926
C6orf99	46.172	611	0.07556792144026186
C7	873.692	2605	0.33539040307101725
C7orf10	563.141	1853	0.3039077172153265
C7orf13	0.524	654	0.0008012232415902141
C7orf25	439.386	1417	0.3100818630910374
C7orf26	476.212	1555	0.3062456591639871
C7orf31	641.011	1811	0.3539541689674213
C7orf33	6.367	533	0.011945590994371482
C7orf34	159.047	599	0.26552086811352255
C7orf41	82.549	590	0.13991355932203392
C7orf43	561.805	1848	0.3040070346320346
C7orf49	104.499	505	0.2069287128712871
C7orf50	178.934	706	0.25344759206798867
C7orf55	136.854	346	0.3955317919075145
C7orf55-LUC7L2	320.988	1630	0.19692515337423314
C7orf57	309.096	1068	0.2894157303370787
C7orf60	225.521	1322	0.17059077155824506
C7orf61	140.897	620	0.2272532258064516
C7orf62	312.49399999999997	759	0.41171805006587614
C7orf63	1044.227	2958	0.35301791751183237
C7orf65	38.92	458	0.08497816593886463
C7orf66	15.35	348	0.04410919540229885
C7orf69	10.111	430	0.023513953488372093
C7orf71	60.051	510	0.11774705882352941
C7orf72	472.43	1357	0.3481429624170965
C7orf73	40.453	153	0.2643986928104575
C7orf76	1.973	387	0.005098191214470285
C8A	514.793	1804	0.2853619733924612
C8B	645.303	1879	0.34342895156998404
C8G	182.811	673	0.2716359583952452
C8orf12	10.432	327	0.031902140672782874
C8orf17	2.588	303	0.008541254125412541
C8orf22	78.908	348	0.2267471264367816
C8orf31	22.25	417	0.053357314148681056
C8orf33	172.12	691	0.24908827785817655
C8orf34	448.606	1909	0.23499528548978524
C8orf37	222.404	651	0.34163440860215055
C8orf4	87.705	321	0.27322429906542056
C8orf44	26.111	490	0.05328775510204082
C8orf44-SGK3	372.82	1591	0.23433060967944688
C8orf46	230.42	778	0.2961696658097686
C8orf47	146.37	1133	0.12918799646954987
C8orf48	167.049	964	0.17328734439834026
C8orf49	13.882	690	0.020118840579710143
C8orf56	1.026	316	0.003246835443037975
C8orf58	108.05799999999999	377	0.2866259946949602
C8orf59	141.4	314	0.45031847133757963
C8orf74	287.004	1010	0.2841623762376238
C8orf76	302.094	1026	0.29443859649122806
C8orf82	205.827	1020	0.20179117647058822
C8orf86	53.169	694	0.07661239193083573
C8orf87	1.41	393	0.0035877862595419846
C9	503.422	1694	0.29717945690672964
C9orf114	417.665	1236	0.3379166666666667
C9orf116	119.852	492	0.24360162601626018
C9orf117	477.087	1833	0.26027659574468087
C9orf129	149.66	634	0.23605678233438485
C9orf131	396.26	3260	0.1215521472392638
C9orf135	249.944	703	0.3555391180654338
C9orf139	33.988	570	0.05962807017543859
C9orf141	1.628	744	0.0021881720430107525
C9orf142	145.469	621	0.23424959742351045
C9orf147	103.036	456	0.2259561403508772
C9orf152	190.302	718	0.26504456824512534
C9orf153	53.71	358	0.15002793296089387
C9orf156	320.554	1528	0.20978664921465967
C9orf16	74.887	254	0.2948307086614173
C9orf163	39.383	616	0.06393344155844156
C9orf169	95.247	565	0.1685787610619469
C9orf170	10.47	365	0.028684931506849316
C9orf171	383.24	1072	0.3575
C9orf172	933.594	2936	0.3179816076294278
C9orf173	123.233	1171	0.10523740392826644
C9orf24	341.499	990	0.3449484848484849
C9orf3	805.34	2849	0.2826746226746227
C9orf37	7.608	543	0.014011049723756906
C9orf38	26.21	354	0.07403954802259888
C9orf40	162.138	587	0.2762146507666099
C9orf41	277.441	1385	0.20031841155234656
C9orf43	287.022	1398	0.20530901287553646
C9orf47	10.277	580	0.017718965517241378
C9orf50	173.604	1294	0.134160741885626
C9orf53	1.053	249	0.0042289156626506025
C9orf57	152.538	552	0.2763369565217392
C9orf62	14.006	476	0.02942436974789916
C9orf64	378.486	1046	0.3618413001912046
C9orf66	100.417	890	0.11282808988764045
C9orf69	102.099	494	0.20667813765182186
C9orf72	357.522	1509	0.23692644135188867
C9orf78	277.984	897	0.30990412486064656
C9orf84	1640.419	4791	0.3423959507409727
C9orf85	125.397	624	0.2009567307692308
C9orf89	243.606	565	0.4311610619469026
C9orf9	229.809	693	0.3316147186147186
C9orf91	453.558	1060	0.42788490566037735
C9orf92	72.337	345	0.20967246376811596
C9orf96	598.209	2231	0.26813491707754367
CA1	286.649	821	0.3491461632155907
CA10	142.166	1187	0.11976916596461668
CA11	326.5	1061	0.30772855796418475
CA12	413.886	1116	0.37086559139784947
CA13	301.743	827	0.3648645707376058
CA14	416.101	1126	0.3695390763765542
CA2	297.437	881	0.3376129398410897
CA3	309.928	750	0.41323733333333335
CA4	245.031	1018	0.2406984282907662
CA5A	262.964	939	0.2800468583599574
CA6	214.985	1164	0.1846950171821306
CA7	290.68	834	0.348537170263789
CA8	294.217	922	0.3191073752711497
CA9	507.562	1421	0.35718648838845884
CAAP1	375.325	1221	0.3073914823914824
CAB39	231.10399999999998	1076	0.2147806691449814
CAB39L	321.366	1049	0.3063546234509056
CABIN1	1952.243	6823	0.28612677707753187
CABLES1	530.752	2029	0.2615830458353869
CABLES2	485.923	1473	0.3298866259334691
CABP1	443.389	1686	0.2629827995255042
CABP2	207.833	689	0.301644412191582
CABP4	202.824	916	0.22142358078602623
CABP5	194.035	544	0.35668198529411765
CABP7	203.124	664	0.3059096385542169
CABS1	309.399	1185	0.26109620253164556
CABYR	611.092	2057	0.29707924161400096
CACFD1	156.837	739	0.21222868741542625
CACHD1	1150.733	3998	0.2878271635817909
CACNA1A	2480.466	8267	0.3000442724083706
CACNA1B	2438.826	7807	0.31238965031382093
CACNA1C	1804.873	7755	0.23273668600902644
CACNA1D	1813.225	7524	0.24099215842636895
CACNA1E	2192.569	7442	0.2946209352324644
CACNA1G	2293.635	7521	0.3049641005185481
CACNA1H	2120.896	7208	0.29424195338512765
CACNA1I	1915.485	6947	0.27572837195911903
CACNA1S	1653.446	5827	0.283755963617642
CACNA2D1	1034.128	3759	0.2751072093641926
CACNA2D2	995.11	3839	0.2592107319614483
CACNA2D3	945.931	3565	0.2653382889200561
CACNA2D4	1209.947	3824	0.3164087343096234
CACNB1	638.408	2151	0.2967959088795909
CACNB2	548.877	2438	0.22513412633305988
CACNB3	466.995	1760	0.2653380681818182
CACNB4	404.77	1873	0.21610784837159636
CACNG1	203.29	682	0.2980791788856305
CACNG2	105.712	1058	0.09991682419659735
CACNG3	317.825	963	0.33003634475597093
CACNG4	326.544	1021	0.31982761998041137
CACNG5	238.559	854	0.2793430913348946
CACNG6	323.84499999999997	801	0.40430087390761543
CACNG7	226.152	853	0.26512543962485347
CACNG8	479.064	1296	0.36964814814814817
CACTIN	557.996	2895	0.1927447322970639
CACUL1	217.817	1203	0.18106151288445554
CACYBP	243.163	709	0.34296614950634696
CAD	2148.458	6961	0.3086421491165063
CADM1	385.753	2085	0.18501342925659472
CADM2	294.419	1491	0.19746411804158281
CADM3	484.691	1381	0.3509710354815351
CADM4	395.59	1212	0.3263943894389439
CADPS	978.747	5380	0.1819232342007435
CADPS2	1236.055	4229	0.2922806810120596
CAGE1	826.209	2676	0.3087477578475336
CALB1	178.782	863	0.20716338354577057
CALB2	203.062	848	0.23945990566037736
CALCA	194.212	606	0.32048184818481845
CALCB	135.808	428	0.31730841121495323
CALCOCO1	861.431	2228	0.3866386894075404
CALCOCO2	488.476	1712	0.2853247663551402
CALCR	526.47	1608	0.32740671641791047
CALCRL	492.862	1438	0.3427413073713491
CALD1	629.041	2071	0.3037378078223081
CALHM1	275.638	1045	0.26376842105263154
CALHM2	279.902	1075	0.26037395348837206
CALHM3	336.436	1041	0.3231853986551393
CALM1	85.969	486	0.1768909465020576
CALM2	96.016	674	0.14245697329376855
CALM3	120.417	490	0.24574897959183672
CALML3	136.425	449	0.30384187082405345
CALML4	150.968	520	0.2903230769230769
CALML5	135.039	438	0.30830821917808215
CALML6	197.592	550	0.35925818181818187
CALN1	195.527	818	0.23903056234718825
CALR	478.851	1340	0.3573514925373134
CALR3	470.779	1197	0.39329908103592315
CALU	326.184	1123	0.2904577025823687
CALY	207.609	916	0.22664737991266376
CAMK1	344.212	1323	0.2601753590325019
CAMK1D	350.598	1233	0.284345498783455
CAMK1G	456.634	1491	0.30626022803487596
CAMK2A	397.3	1680	0.23648809523809525
CAMK2B	674.704	2548	0.26479748822605964
CAMK2D	429.901	2056	0.20909581712062258
CAMK2G	333.521	2101	0.15874393146120896
CAMK2N1	53.650999999999996	245	0.21898367346938774
CAMK2N2	38.483	250	0.15393199999999999
CAMK4	324.956	1464	0.22196448087431694
CAMKK1	568.178	1805	0.31478005540166204
CAMKK2	550.246	1934	0.284511892450879
CAMKMT	197.035	1484	0.13277291105121294
CAMKV	493.462	1563	0.3157146513115803
CAMLG	268.863	909	0.2957788778877888
CAMP	101.843	530	0.1921566037735849
CAMSAP1	1590.739	4926	0.32292712139667074
CAMSAP2	1585.282	4581	0.34605588299497925
CAMSAP3	1426.148	3934	0.36251855617691914
CAMTA1	1322.571	5818	0.2273239944998281
CAMTA2	1386.857	3819	0.3631466352448285
CAND1	945.68	3818	0.24768988999476163
CAND2	1344.0049999999999	4138	0.32479579507008216
CANT1	371.765	1403	0.26497861724875266
CANX	674.315	2180	0.30931880733944955
CAP1	453.137	1492	0.30371112600536193
CAP2	503.235	1543	0.3261406351263772
CAPG	358.162	1076	0.33286431226765795
CAPN1	686.09	2134	0.3215042174320525
CAPN10	734.908	2327	0.3158177911474001
CAPN11	712.067	2438	0.29207013945857263
CAPN12	830.901	2204	0.3769968239564428
CAPN13	637.094	2057	0.3097199805542052
CAPN14	760.134	2106	0.3609373219373219
CAPN15	751.804	2776	0.27082276657060517
CAPN2	742.955	2186	0.3398696248856359
CAPN3	775.299	2921	0.2654224580623074
CAPN5	643.083	2082	0.30887752161383286
CAPN7	699.92	2480	0.2822258064516129
CAPN8	648.188	2551	0.25409172873382985
CAPN9	787.92	2154	0.36579387186629525
CAPNS1	332.338	1014	0.3277495069033531
CAPNS2	279.327	744	0.37543951612903226
CAPRIN1	594.2139999999999	2429	0.24463318237958004
CAPRIN2	1132.524	3445	0.32874426705370097
CAPS	238.625	839	0.2844159713945173
CAPS2	639.994	2114	0.3027407757805109
CAPSL	195.567	667	0.2932038980509745
CAPZA1	220.038	961	0.2289677419354839
CAPZA2	143.248	983	0.14572533062054932
CAPZA3	429.429	901	0.4766137624861265
CAPZB	175.862	1180	0.149035593220339
CARD10	1106.097	3284	0.33681394640682094
CARD11	1147.575	3575	0.321
CARD14	1118.075	2985	0.37456448911222784
CARD16	62.099	620	0.10015967741935483
CARD17	35.057	323	0.10853560371517028
CARD18	6.075	274	0.02217153284671533
CARD6	763.982	3205	0.23837191887675507
CARD8	261.893	1817	0.14413483764446888
CARD9	626.608	1722	0.3638838559814169
CARF	824.295	2311	0.35668325400259626
CARHSP1	163.61599999999999	470	0.3481191489361702
CARKD	409.527	1392	0.29420043103448273
CARM1	507.961	2037	0.24936720667648504
CARNS1	1022.513	2697	0.379129773822766
CARS	945.049	2755	0.34303049001814884
CARS2	648.378	1897	0.34179124934106486
CARTPT	124.276	373	0.3331796246648793
CASC1	787.789	2450	0.3215465306122449
CASC10	62.097	410	0.1514560975609756
CASC3	809.862	2282	0.3548913234005258
CASC4	404.3	1419	0.2849189570119803
CASC5	1747.445	7144	0.24460316349384098
CASD1	678.061	2467	0.2748524523713012
CASKIN1	1542.542	4380	0.3521785388127854
CASKIN2	1179.302	3718	0.31718719741796664
CASP1	312.932	1311	0.23869717772692603
CASP10	331.931	1796	0.18481681514476614
CASP12	223.086	1125	0.19829866666666668
CASP14	331.82	738	0.44962059620596206
CASP16	156.66	557	0.28125673249551164
CASP2	531.154	1446	0.3673264177040111
CASP3	321.544	848	0.37917924528301883
CASP4	239.134	1246	0.19192134831460672
CASP5	238.394	1358	0.1755478645066274
CASP6	314.421	897	0.3505250836120401
CASP7	279.261	1011	0.2762225519287834
CASP8	457.007	1727	0.26462478286045166
CASP9	383.228	1403	0.27314896650035636
CASQ1	459.693	1233	0.37282481751824814
CASQ2	438.772	1251	0.35073701039168664
CASR	1011.109	3288	0.307514902676399
CASS4	645.461	2374	0.2718875315922494
CAST	976.367	2759	0.35388437839797027
CASZ1	1314.731	5692	0.23097874209416724
CAT	561.03	1640	0.34209146341463414
CATSPER1	411.192	2366	0.1737920540997464
CATSPER2	542.817	1678	0.32349046483909416
CATSPER3	390.631	1213	0.32203709810387465
CATSPER4	445.142	1536	0.2898059895833333
CATSPERB	1040.329	3367	0.308978021978022
CATSPERD	539.294	2765	0.19504303797468353
CATSPERG	1068.035	3772	0.283148197242842
CATX-2	8.456999999999999	114	0.07418421052631578
CAV1	111.028	560	0.19826428571428573
CAV2	178.061	501	0.3554111776447106
CAV3	129.344	459	0.28179520697167754
CBFA2T2	641.901	2171	0.2956706586826347
CBFA2T3	557.767	2119	0.2632218027371402
CBFB	92.437	672	0.13755505952380953
CBL	876.9	2826	0.3102972399150743
CBLB	891.242	2917	0.30553376756942063
CBLC	430.011	1457	0.29513452299245024
CBLL1	414.736	1554	0.26688288288288287
CBLN1	202.819	745	0.27224026845637583
CBLN2	171.922	736	0.23358967391304347
CBLN3	220.041	629	0.3498267090620032
CBLN4	170.605	617	0.2765072933549433
CBR1	289.918	1251	0.2317490007993605
CBR3	347.424	841	0.4131082045184304
CBR4	284.135	840	0.33825595238095235
CBS	548.383	1899	0.28877461822011585
CBWD1	388.931	1454	0.26749037138927095
CBWD2	393.481	1368	0.28763230994152045
CBWD3	379.309	1304	0.29088113496932516
CBWD5	402.524	1383	0.29105133767172814
CBWD6	379.774	1351	0.2811058475203553
CBWD7	240.454	867	0.27734025374855825
CBX1	143.849	607	0.23698352553542007
CBX2	511.406	1624	0.3149051724137931
CBX3	140.999	611	0.23076759410801964
CBX4	543.1129999999999	1833	0.29629732678668846
CBX5	164.252	595	0.27605378151260507
CBX6	348.546	1276	0.2731551724137931
CBX7	158.484	810	0.19565925925925928
CBX8	430.879	1251	0.34442765787370105
CBY1	122.205	394	0.3101649746192893
CBY3	169.103	739	0.22882679296346414
CC2D1A	1036.352	2984	0.3473029490616622
CC2D1B	1006.181	2804	0.3588377318116976
CC2D2A	1841.592	5145	0.3579381924198251
CC2D2B	605.657	1570	0.3857687898089172
CCAR1	816.928	3920	0.2084
CCAR2	1010.229	3046	0.33165758371634935
CCBE1	455.473	1268	0.3592058359621451
CCBL1	485.609	1787	0.2717453833240067
CCBL2	463.968	1481	0.31328021607022283
CCDC101	260.24	1021	0.2548873653281097
CCDC102A	503.896	1689	0.29833984606275904
CCDC102B	360.403	1221	0.2951703521703522
CCDC103	218.929	660	0.33171060606060604
CCDC104	285.429	1179	0.24209414758269718
CCDC105	575.443	1512	0.3805839947089947
CCDC106	287.664	863	0.3333302433371958
CCDC107	269.424	861	0.3129198606271777
CCDC108	1967.56	6320	0.3113227848101266
CCDC109B	371.353	1115	0.3330520179372197
CCDC11	620.332	1568	0.3956198979591837
CCDC110	1069.895	2793	0.383063014679556
CCDC112	631.085	1633	0.3864574402939376
CCDC113	386.169	1106	0.34915822784810124
CCDC114	630.786	2031	0.31057902511078284
CCDC115	240.77	817	0.2947001223990208
CCDC116	408.686	2421	0.16880875671210244
CCDC117	297.05	858	0.34621212121212125
CCDC12	205.692	577	0.35648526863084923
CCDC121	95.509	1267	0.07538200473559589
CCDC122	310.921	1019	0.3051236506378803
CCDC124	195.364	684	0.28561988304093566
CCDC125	504.997	1570	0.3216541401273885
CCDC126	139.507	431	0.32368213457076567
CCDC127	334.192	793	0.42142749054224465
CCDC129	506.453	2749	0.18423172062568205
CCDC13	836.778	2218	0.3772669071235347
CCDC130	304.641	1396	0.21822421203438397
CCDC132	737.947	3324	0.22200571600481347
CCDC134	169.32	719	0.23549374130737133
CCDC135	848.533	2587	0.32799884035562427
CCDC136	1257.8799999999999	3812	0.32997901364113325
CCDC137	277.286	921	0.30107057546145494
CCDC138	709.069	2075	0.34171999999999997
CCDC14	947.498	2901	0.32661082385384355
CCDC140	7.576	504	0.015031746031746031
CCDC141	1848.414	4802	0.3849258642232403
CCDC142	730.321	1994	0.36625927783350054
CCDC144A	1434.126	4584	0.3128547120418848
CCDC144NL	39.342999999999996	663	0.059340874811463044
CCDC146	1220.63	2943	0.4147570506286103
CCDC147	857.321	2771	0.3093904727535186
CCDC148	774.779	1931	0.40123200414293114
CCDC149	478.19	1724	0.2773723897911833
CCDC15	641.268	2952	0.21723170731707317
CCDC150	1537.128	3718	0.4134287251210328
CCDC151	702.133	2021	0.3474186046511628
CCDC152	301.925	799	0.3778785982478098
CCDC153	234.07	636	0.36803459119496856
CCDC154	297.459	1975	0.15061215189873417
CCDC155	603.305	1837	0.3284186173108328
CCDC157	686.581	2287	0.30021031919545255
CCDC158	1365.938	3703	0.3688733459357278
CCDC159	329.998	1008	0.3273789682539682
CCDC163P	192.11	651	0.295099846390169
CCDC166	319.353	1320	0.2419340909090909
CCDC167	111.433	304	0.36655592105263163
CCDC168	354.651	7361	0.04817973101480777
CCDC169	134.463	487	0.2761047227926078
CCDC17	497.849	1933	0.25755250905328503
CCDC170	833.78	2196	0.37968123861566483
CCDC171	1280.915	4696	0.27276724872231684
CCDC172	343.665	808	0.42532797029702973
CCDC173	707.373	1738	0.4070040276179517
CCDC174	451.07099999999997	1451	0.31086905582356994
CCDC175	529.002	2587	0.20448473134905293
CCDC176	603.685	1668	0.3619214628297362
CCDC177	852.3389999999999	2389	0.3567764755127668
CCDC178	573.496	3063	0.18723343127652628
CCDC179	52.716	209	0.25222966507177036
CCDC18	1553.86	4867	0.3192644339428806
CCDC180	1958.663	5934	0.3300746545331985
CCDC181	605.435	1550	0.39060322580645157
CCDC19	552.65	1470	0.3759523809523809
CCDC23	49.311	210	0.23481428571428573
CCDC24	249.981	969	0.2579783281733746
CCDC25	175.895	686	0.2564067055393586
CCDC27	377.343	1990	0.18961959798994976
CCDC28A	221.149	861	0.2568513356562137
CCDC28B	214.075	721	0.2969140083217753
CCDC3	233.428	827	0.28225876662636035
CCDC30	929.129	2583	0.3597092528068138
CCDC33	1057.744	3374	0.3134985180794309
CCDC34	314.558	1227	0.2563634881825591
CCDC36	453.942	1830	0.24805573770491804
CCDC37	510.807	1873	0.27272130272290446
CCDC38	590.6899999999999	1710	0.34543274853801165
CCDC39	1050.689	3177	0.3307173434057287
CCDC40	954.547	4133	0.23095741592063876
CCDC41	787.211	2260	0.34832345132743364
CCDC42	407.413	969	0.4204468524251806
CCDC42B	312.903	953	0.32833473242392447
CCDC43	240.649	680	0.3538955882352941
CCDC47	366.606	1586	0.23115132408575031
CCDC50	471.705	1506	0.31321713147410357
CCDC51	438.109	1232	0.3556079545454545
CCDC53	170.99	795	0.2150817610062893
CCDC54	274.599	984	0.2790640243902439
CCDC57	797.408	3878	0.2056235172769469
CCDC58	77.909	523	0.1489655831739962
CCDC59	180.653	809	0.22330407911001235
CCDC6	342.858	1480	0.2316608108108108
CCDC60	604.717	1913	0.31610925248301097
CCDC61	571.78	1766	0.32377123442808603
CCDC62	678.403	2139	0.31715895278167366
CCDC63	652.166	1706	0.38227784290738576
CCDC64	505.867	2092	0.2418102294455067
CCDC64B	603.687	1537	0.3927696811971373
CCDC65	506.915	1520	0.3334967105263158
CCDC66	917.75	2812	0.32636913229018494
CCDC67	624.579	2018	0.30950396432111
CCDC68	396.96	1050	0.3780571428571428
CCDC69	397.037	1009	0.3934955401387512
CCDC7	394.525	1490	0.26478187919463086
CCDC70	222.331	699	0.3180701001430615
CCDC71	474.252	1415	0.33516042402826857
CCDC71L	189.277	705	0.26847801418439715
CCDC73	801.019	3590	0.223125069637883
CCDC74A	303.68	2022	0.15018793273986153
CCDC74B	298.04	1693	0.1760425280567041
CCDC77	520.023	1510	0.3443860927152318
CCDC78	230.783	1485	0.1554094276094276
CCDC79	748.54	2332	0.3209862778730703
CCDC8	400.801	1617	0.24786703772418056
CCDC80	942.105	2901	0.32475180972078593
CCDC81	780.806	2004	0.38962375249501
CCDC82	539.527	1689	0.3194357608052102
CCDC83	461.663	1383	0.3338127259580622
CCDC84	374.248	1131	0.33090008841732976
CCDC85A	414.996	1777	0.2335374226223973
CCDC85B	182.436	608	0.3000592105263158
CCDC85C	358.604	1443	0.2485128205128205
CCDC86	242.624	1096	0.22137226277372263
CCDC87	688.424	2547	0.27028818217510797
CCDC88A	1741.479	6622	0.2629838417396557
CCDC88B	1534.652	4603	0.3334025635455138
CCDC88C	2270.834	6480	0.3504373456790123
CCDC89	420.223	1134	0.37056701940035275
CCDC9	548.643	1646	0.33331895504252734
CCDC90B	227.504	996	0.22841767068273092
CCDC91	527.296	1570	0.33585732484076436
CCDC92	310.328	1017	0.30514060963618483
CCDC93	644.167	2101	0.3066001903855307
CCDC94	234.792	998	0.2352625250501002
CCDC96	404.06	1665	0.24267867867867868
CCDC97	292.25	1038	0.28155105973025046
CCER1	346.521	1218	0.28450000000000003
CCHCR1	1034.371	2724	0.37972503671071955
CCIN	706.491	1765	0.40027818696883855
CCK	92.555	349	0.2652005730659026
CCKAR	392.828	1309	0.30009778456837277
CCKBR	497.338	1473	0.3376361167684997
CCL1	67.871	292	0.2324349315068493
CCL11	70.792	298	0.23755704697986577
CCL13	25.135	294	0.08549319727891157
CCL14	49.313	402	0.12266915422885573
CCL15-CCL14	62.125	345	0.18007246376811595
CCL16	98.062	467	0.20998286937901497
CCL17	73.987	314	0.23562738853503182
CCL18	65.231	268	0.24339925373134327
CCL19	118.194	338	0.3496863905325444
CCL2	83.297	303	0.2749075907590759
CCL20	85.82	304	0.28230263157894736
CCL21	156.471	419	0.37343914081145585
CCL22	102.093	286	0.35696853146853147
CCL23	60.176	370	0.16263783783783783
CCL24	86.519	361	0.23966481994459835
CCL25	83.287	457	0.18224726477024072
